age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Decision
senior,Private,Bachelors,Not-married,White-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Adm-clerical,Wife,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,overtime,Latin-America,0
middle-aged,Private,Some-college,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Self-emp,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,?,Some-college,Not-married,?,Not-in-family,White,Female,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Never-married,Sales,Own-child,White,Female,none,none,fulltime,United-States,0
senior,Self-emp,Associates,Not-married,White-collar,Unmarried,Asian-Pac-Islander,Female,none,none,unhealthy,SE-Asia,0
young,Private,HS-grad,Never-married,Service,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Other-gov,Masters,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Some-college,Never-married,Other-occupations,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Federal-gov,Associates,Married,Adm-clerical,Husband,Black,Male,none,none,fulltime,United-States,1
senior,Private,HS-grad,Not-married,Adm-clerical,Unmarried,White,Male,none,none,fulltime,Latin-Aamerica,0
old,Private,HS-grad,Widowed,Blue-collar,Unmarried,White,Male,low,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Sales,Husband,White,Male,low,none,fulltime,United-States,1
senior,Private,HS-grad,Married,Blue-collar,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,1
senior,Other-gov,Masters,Married,Prof-specialty,Wife,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Doctorate,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,none,none,overtime,British-Commonwealth,0
middle-aged,Private,Prof-school,Married,Prof-specialty,Husband,White,Male,low,none,fulltime,United-States,0
middle-aged,Private,Dropout,Not-married,Blue-collar,Not-in-family,Amer-Indian-Eskimo,Male,none,none,unhealthy,United-States,0
senior,Private,Dropout,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,Other,0
middle-aged,Private,HS-grad,Married,Service,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Associates,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,Black,Male,none,none,overtime,United-States,1
old,Self-emp,Dropout,Married,Sales,Husband,White,Male,none,none,overtime,United-States,0
senior,Self-emp,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
senior,Private,HS-grad,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Federal-gov,Some-college,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,Associates,Never-married,Other-occupations,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
young,Self-emp,Dropout,Never-married,Blue-collar,Own-child,White,Male,none,none,overtime,United-States,0
senior,Private,Some-college,Married,Blue-collar,Husband,White,Male,low,none,overtime,United-States,0
middle-aged,Other-gov,Masters,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,0
senior,Private,Some-college,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Other-relative,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Dropout,Not-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Other-gov,Bachelors,Married,Adm-clerical,Husband,White,Male,low,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Wife,White,Female,none,none,fulltime,United-States,1
middle-aged,Private,Dropout,Never-married,Blue-collar,Not-in-family,White,Male,none,none,unhealthy,United-States,0
senior,Private,Bachelors,Married,Prof-specialty,Wife,White,Female,low,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,none,none,parttime,United-States,0
senior,Other-gov,Masters,Married,Prof-specialty,Wife,Black,Female,none,high,fulltime,United-States,1
middle-aged,Private,Associates,Married,Sales,Husband,White,Male,low,none,overtime,United-States,1
young,?,Some-college,Never-married,?,Own-child,White,Female,none,none,fulltime,United-States,0
senior,Other-gov,HS-grad,Married,White-collar,Husband,White,Male,low,none,fulltime,United-States,1
young,?,Some-college,Never-married,?,Own-child,White,Female,none,none,parttime,United-States,0
young,Private,Some-college,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,Adm-clerical,Unmarried,White,Female,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Service,Own-child,White,Male,low,none,parttime,United-States,0
middle-aged,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Doctorate,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Other-gov,Bachelors,Married,Prof-specialty,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Not-married,Blue-collar,Unmarried,White,Male,none,none,overtime,United-States,0
senior,Self-emp,HS-grad,Widowed,Service,Other-relative,White,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,parttime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,low,none,fulltime,United-States,1
young,Private,Some-college,Not-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,none,none,fulltime,United-States,0
senior,Private,Bachelors,Married,Blue-collar,Husband,Black,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Married,Service,Wife,White,Female,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Separated,White-collar,Own-child,White,Male,none,none,fulltime,United-States,0
young,?,Bachelors,Never-married,?,Own-child,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,Associates,Not-married,Sales,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Never-married,Blue-collar,Own-child,Asian-Pac-Islander,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Some-college,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
senior,Other-gov,Associates,Married,Other-occupations,Husband,White,Male,none,low,fulltime,United-States,0
middle-aged,Other-gov,HS-grad,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Masters,Married,Prof-specialty,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Federal-gov,Bachelors,Not-married,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Private,Prof-school,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,1
old,Self-emp,HS-grad,Widowed,Blue-collar,Not-in-family,White,Male,none,none,parttime,United-States,0
young,Private,Some-college,Never-married,Service,Own-child,Black,Male,none,none,fulltime,Outlying-US(Guam-USVI-etc),0
middle-aged,Private,HS-grad,Not-married,Adm-clerical,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,?,Masters,Married,?,Husband,White,Male,none,none,parttime,United-States,0
senior,Private,Some-college,Not-married,Other-occupations,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,Blue-collar,Husband,White,Male,high,none,overtime,British-Commonwealth,1
young,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Dropout,Not-married,Blue-collar,Unmarried,White,Male,none,low,fulltime,United-States,0
senior,Self-emp,Some-college,Married,Sales,Husband,Black,Male,none,none,overtime,United-States,1
senior,Private,Bachelors,Married,Sales,Husband,White,Male,high,none,fulltime,United-States,1
senior,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,none,low,overtime,United-States,1
senior,Private,Some-college,Not-married,Sales,Unmarried,White,Female,none,none,overtime,British-Commonwealth,0
young,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,none,none,parttime,United-States,0
young,Private,Associates,Never-married,Adm-clerical,Own-child,Black,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Private,Dropout,Not-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Some-college,Not-married,Other-occupations,Unmarried,Amer-Indian-Eskimo,Female,none,none,parttime,United-States,0
middle-aged,Private,Doctorate,Not-married,Sales,Unmarried,White,Female,none,none,overtime,United-States,1
middle-aged,Private,Dropout,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Doctorate,Married,Other-occupations,Wife,White,Female,none,none,parttime,?,0
senior,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Self-emp,Dropout,Widowed,White-collar,Unmarried,White,Female,none,high,overtime,United-States,1
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
young,?,Associates,Never-married,?,Own-child,Asian-Pac-Islander,Male,none,none,parttime,United-States,0
middle-aged,Private,Dropout,Never-married,Adm-clerical,Unmarried,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Masters,Married,Adm-clerical,Husband,White,Male,low,none,fulltime,United-States,1
young,Private,Bachelors,Never-married,White-collar,Own-child,White,Male,none,none,overtime,United-States,0
senior,Self-emp,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Blue-collar,Not-in-family,White,Male,none,none,parttime,Euro-1,0
senior,Private,HS-grad,Not-married,Adm-clerical,Unmarried,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Male,none,none,fulltime,United-States,0
young,Self-emp,Some-college,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,none,none,parttime,Euro-2,0
senior,Self-emp,Some-college,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Widowed,Service,Other-relative,Asian-Pac-Islander,Female,none,none,overtime,Euro-2,0
senior,Federal-gov,Bachelors,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,none,none,overtime,United-States,1
young,Private,HS-grad,Never-married,Service,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Bachelors,Never-married,White-collar,Own-child,White,Female,none,none,fulltime,Other,0
middle-aged,Private,HS-grad,Not-married,Service,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Self-emp,Masters,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
young,Private,Bachelors,Never-married,White-collar,Own-child,White,Male,none,none,fulltime,United-States,0
senior,Other-gov,HS-grad,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Married,Service,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,HS-grad,Married,Service,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,Latin-America,0
senior,Private,Bachelors,Married,Adm-clerical,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,Asian-Pac-Islander,Male,none,none,fulltime,?,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,Some-college,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,?,HS-grad,Separated,?,Unmarried,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Associates,Not-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,none,none,fulltime,United-States,0
